Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Ding,9,11.661,30,16.599,39,0.703,47,0.831,40,-1.0,14,0.638,48,9.11,46,17.63,41,0.287,41,0.0,1,7.379e-08,0,PZ31,PZ31_Ding_9,PZ31_Ding_9,0.5172141135878197,47,Others
Perez,10,11.667,31,14.796,31,0.789,26,0.858,33,-1.0,14,0.768,19,1.1,28,16.742,32,0.317,27,0.0,1,7.507e-08,0,PZ31,PZ31_Perez_10,PZ31_Perez_10,0.6255955966920422,28,Others
Ding,8,12.034,32,16.417,38,0.733,39,0.858,33,-1.0,14,0.672,40,9.65,47,17.297,37,0.272,49,0.0,1,2.23e-07,0,PZ31,PZ31_Ding_8,PZ31_Ding_8,0.4897892819979188,52,Others
Ding,10,12.317,33,17.142,40,0.719,42,0.831,40,-1.0,14,0.666,43,8.04,44,22.493,64,0.312,30,0.0,1,5.013e-07,0,PZ31,PZ31_Ding_10,PZ31_Ding_10,0.4973728709129744,50,Others
Nithin,4,12.591,34,15.287,34,0.824,15,0.909,24,-1.0,14,0.792,10,0.0,1,16.165,25,0.336,18,0.0,1,1.074e-06,0,PZ31,PZ31_Nithin_4,PZ31_Nithin_4,0.7081319486280738,8,Others
Xiao,1,12.598,35,17.187,41,0.733,39,0.81,44,-1.0,14,0.705,34,0.54,19,26.867,72,0.279,46,0.0,1,1.096e-06,0,PZ31,PZ31_Xiao_1,PZ31_Xiao_1,0.556715181554302,39,Others
Bujnicki,1,12.774,37,15.193,32,0.841,9,0.957,3,-1.0,14,0.794,9,7.5,41,15.164,15,0.344,13,0.0,1,1.768e-06,0,PZ31,PZ31_Bujnicki_1,PZ31_Bujnicki_1,0.7247727148255655,3,Others
Nithin,3,12.775,38,15.567,35,0.821,16,0.909,24,-1.0,14,0.789,12,0.0,1,15.625,21,0.33,19,0.0,1,1.772e-06,0,PZ31,PZ31_Nithin_3,PZ31_Nithin_3,0.704426584150282,10,Others
Nithin,1,12.947,39,12.947,26,-1.0,60,-1.0,60,-1.0,14,-1.0,60,0.0,1,15.457,18,0.342,15,0.0,1,2.802e-06,0,PZ31,PZ31_Nithin_1,PZ31_Nithin_1,0.6998860151158333,11,Others
Chen,4,13.181,40,15.893,36,0.829,13,0.957,3,-1.0,14,0.775,16,0.0,1,14.195,7,0.337,17,0.0,1,5.138e-06,0,PZ31,PZ31_Chen_4,PZ31_Chen_4,0.6788176378772113,17,Others
Dfold,2,14.069,41,18.691,42,0.753,37,0.783,47,0.0,1,0.762,22,81.01,53,13.048,1,0.342,15,0.0,1,4.468e-05,0,PZ31,PZ31_Dfold_2,PZ31_Dfold_2,0.6726956569363054,19,Others
Bujnicki,3,10.601,27,12.827,24,0.826,14,0.955,9,-1.0,14,0.775,16,5.36,35,15.429,17,0.326,25,0.0,1,2.542e-09,0,PZ31,PZ31_Bujnicki_3,PZ31_Bujnicki_3,0.6901305520565201,14,Others
Dfold,7,23.998,60,61.368,61,0.391,59,0.0,55,0.0,1,0.575,58,159.05,60,19.642,58,0.217,60,0.0,1,0.945,0,PZ31,PZ31_Dfold_7,PZ31_Dfold_7,0.2958352730160469,61,Others
Perez,8,9.246,25,12.773,28,0.724,78,0.87,70,-1.0,1,0.664,84,0.35,23,23.139,87,0.344,46,0.0,1,0.0,0,PZ39,PZ39_Perez_8,PZ39_Perez_8,0.5957875435781753,68,Others
DasEMinfo,4,20.38,69,24.336,64,0.837,50,0.973,21,-1.0,1,0.766,60,8.78,60,20.798,50,0.334,48,0.0,1,2.94e-05,0,PZ39,PZ39_DasEMinfo_4,PZ39_DasEMinfo_4,0.6598570113112255,34,Others
GeneSilico1,3,20.348,68,23.251,55,0.875,32,0.973,21,-1.0,1,0.832,33,0.0,1,22.858,84,0.284,75,0.0,1,2.728e-05,0,PZ39,PZ39_GeneSilico1_3,PZ39_GeneSilico1_3,0.62535636593202,51,Others
SoutheRNA,8,20.316,67,24.831,68,0.818,63,0.93,52,-1.0,1,0.765,62,90.14,81,20.218,38,0.309,59,0.0,1,2.528e-05,0,PZ39,PZ39_SoutheRNA_8,PZ39_SoutheRNA_8,0.6092349542202975,58,Others
DasEMinfo,2,20.131,66,24.334,63,0.827,54,0.973,21,-1.0,1,0.759,66,7.38,51,19.705,28,0.302,66,0.0,1,1.621e-05,0,PZ39,PZ39_DasEMinfo_2,PZ39_DasEMinfo_2,0.6305033153592209,46,Others
Xiong,3,20.06,65,21.975,51,0.913,6,0.987,1,-1.0,1,0.882,8,8.45,59,14.503,6,0.305,62,0.0,1,1.362e-05,0,PZ39,PZ39_Xiong_3,PZ39_Xiong_3,0.668861157018147,30,Others
Dokholyan,1,19.975,64,23.703,58,0.843,41,0.901,65,-1.0,1,0.816,41,101.09,88,21.152,62,0.296,69,0.0,1,1.106e-05,0,PZ39,PZ39_Dokholyan_1,PZ39_Dokholyan_1,0.6277850826929805,49,Others
DasEMinfo,3,19.91,63,22.348,52,0.891,24,0.987,1,-1.0,1,0.841,29,2.46,42,16.297,7,0.33,50,0.0,1,9.393e-06,0,PZ39,PZ39_DasEMinfo_3,PZ39_DasEMinfo_3,0.7224095363322356,10,Others
Chen,7,19.798,62,22.523,53,0.879,31,0.93,52,-1.0,1,0.856,16,0.0,1,21.176,63,0.276,81,0.0,1,7.094e-06,0,PZ39,PZ39_Chen_7,PZ39_Chen_7,0.6215182696599394,53,Others
Dokholyan,3,19.623,61,25.535,70,0.768,75,0.886,68,-1.0,1,0.713,75,86.5,80,22.378,81,0.258,89,0.0,1,4.537e-06,0,PZ39,PZ39_Dokholyan_3,PZ39_Dokholyan_3,0.5969868230052555,67,Others
GeneSilico1,1,20.433,70,22.981,54,0.889,26,0.959,35,-1.0,1,0.856,16,0.0,1,21.268,65,0.393,30,0.0,1,3.33e-05,0,PZ39,PZ39_GeneSilico1_1,PZ39_GeneSilico1_1,0.6830966942913093,25,Others
SoutheRNA,3,19.36,60,23.807,59,0.813,65,0.916,60,-1.0,1,0.761,65,92.38,83,19.713,29,0.305,62,0.0,1,2.277e-06,0,PZ39,PZ39_SoutheRNA_3,PZ39_SoutheRNA_3,0.606641374235497,60,Others
SoutheRNA,4,19.247,58,23.352,56,0.824,58,0.93,52,-1.0,1,0.772,59,74.76,78,20.41,40,0.379,37,0.0,1,1.684e-06,0,PZ39,PZ39_SoutheRNA_4,PZ39_SoutheRNA_4,0.6494434860931839,40,Others
Dfold,2,19.217,57,37.382,87,0.514,90,0.316,88,-1.0,1,0.609,89,100.46,87,23.129,86,0.263,87,0.0,1,1.553e-06,0,PZ39,PZ39_Dfold_2,PZ39_Dfold_2,0.3726893705945496,94,Others
Dfold,3,19.034,56,31.898,84,0.597,84,0.45,84,-1.0,1,0.673,83,74.41,77,20.104,35,0.252,91,0.0,1,9.438e-07,0,PZ39,PZ39_Dfold_3,PZ39_Dfold_3,0.4529721357174634,90,Others
Yang,1,18.762,55,28.797,81,0.652,80,0.615,80,-1.0,1,0.685,80,52.34,72,34.998,102,0.43,20,0.0,1,4.411e-07,0,PZ39,PZ39_Yang_1,PZ39_Yang_1,0.6347274328383415,43,Others
Dfold,4,18.239,54,33.08,86,0.551,86,0.336,86,-1.0,1,0.65,88,118.72,89,21.9,74,0.25,92,0.0,1,9.599e-08,0,PZ39,PZ39_Dfold_4,PZ39_Dfold_4,0.3937661473660151,91,Others
Dfold,1,18.073,53,27.863,79,0.649,81,0.458,83,-1.0,1,0.738,72,126.89,91,21.643,69,0.284,75,0.0,1,5.808e-08,0,PZ39,PZ39_Dfold_1,PZ39_Dfold_1,0.4607942973523422,89,Others
Yang,3,17.525,52,27.851,78,0.629,83,0.593,81,-1.0,1,0.655,87,53.39,74,35.523,103,0.28,79,0.0,1,1.051e-08,0,PZ39,PZ39_Yang_3,PZ39_Yang_3,0.5646716206054904,83,Others
DasEMinfo,1,19.329,59,23.471,57,0.824,58,0.96,34,-1.0,1,0.753,68,8.08,57,21.327,66,0.293,70,0.0,1,2.098e-06,0,PZ39,PZ39_DasEMinfo_1,PZ39_DasEMinfo_1,0.6167312045872186,54,Others
GeneSilico1,5,17.181,51,19.484,46,0.882,29,0.987,1,-1.0,1,0.828,35,0.0,1,20.407,39,0.31,57,0.0,1,3.421e-09,0,PZ39,PZ39_GeneSilico1_5,PZ39_GeneSilico1_5,0.6678770039929068,31,Others
SoutheRNA,9,20.451,71,24.187,61,0.846,39,0.901,65,-1.0,1,0.82,38,126.1,90,20.713,47,0.291,71,0.0,1,3.471e-05,0,PZ39,PZ39_SoutheRNA_9,PZ39_SoutheRNA_9,0.6444734630525432,41,Others
Chen,5,20.57,72,24.415,65,0.843,41,0.973,21,-1.0,1,0.782,55,0.0,1,19.544,25,0.297,68,0.0,1,4.578e-05,0,PZ39,PZ39_Chen_5,PZ39_Chen_5,0.6294588465203808,47,Others
Dokholyan,4,23.211,93,42.65,89,0.544,87,0.257,89,-1.0,1,0.674,82,132.02,92,21.917,76,0.234,94,0.0,1,0.007244,0,PZ39,PZ39_Dokholyan_4,PZ39_Dokholyan_4,0.3831511795762613,93,Others
DasEMinfo,5,23.038,92,27.373,75,0.842,44,0.959,35,-1.0,1,0.784,53,7.73,55,18.321,16,0.31,57,0.0,1,0.005533,0,PZ39,PZ39_DasEMinfo_5,PZ39_DasEMinfo_5,0.6511212709748242,38,Others
Dfold,5,23.037,91,40.27,88,0.572,85,0.336,86,-1.0,1,0.688,79,141.21,93,20.648,43,0.211,95,0.0,1,0.005524,0,PZ39,PZ39_Dfold_5,PZ39_Dfold_5,0.3496034839536507,95,Others
Zhou,3,22.847,89,149.432,95,0.153,94,-1.0,92,-1.0,1,0.191,94,9.83,67,37.729,104,0.376,40,0.0,1,0.004062,0,PZ39,PZ39_Zhou_3,PZ39_Zhou_3,0.4818972138115171,87,Others
Dokholyan,5,22.847,89,42.981,90,0.532,89,0.245,90,-1.0,1,0.664,84,142.81,95,19.606,26,0.258,89,0.0,1,0.004059,0,PZ39,PZ39_Dokholyan_5,PZ39_Dokholyan_5,0.3880488236405821,92,Others
Chen,6,22.787,88,26.029,72,0.875,32,0.987,1,-1.0,1,0.822,37,0.0,1,20.682,45,0.264,86,0.0,1,0.003678,0,PZ39,PZ39_Chen_6,PZ39_Chen_6,0.6278202669175804,48,Others
Yang,2,22.309,87,27.028,74,0.825,56,0.87,70,-1.0,1,0.806,44,9.48,64,19.199,21,0.333,49,0.0,1,0.001609,0,PZ39,PZ39_Yang_2,PZ39_Yang_2,0.6073400324096971,59,Others
Zhou,4,22.277,86,109.298,91,0.204,91,-1.0,92,-1.0,1,0.264,91,16.51,71,24.954,96,0.391,31,0.0,1,0.00152,0,PZ39,PZ39_Zhou_4,PZ39_Zhou_4,0.5803979637381329,74,Others
Perez,2,22.1,85,27.748,77,0.796,69,0.901,65,-1.0,1,0.759,66,0.7,31,22.778,83,0.317,55,0.0,1,0.001099,0,PZ39,PZ39_Perez_2,PZ39_Perez_2,0.6014984458625362,64,Others
Zhou,1,21.994,84,143.765,94,0.153,94,0.0,91,-1.0,1,0.19,95,0.7,31,41.367,105,0.366,43,0.0,1,0.0009013,0,PZ39,PZ39_Zhou_1,PZ39_Zhou_1,0.4717480729097554,88,Others
Perez,7,21.888,82,26.012,71,0.841,46,0.945,40,-1.0,1,0.795,48,0.7,31,20.193,37,0.244,93,0.0,1,0.0007373,0,PZ39,PZ39_Perez_7,PZ39_Perez_7,0.5734314872673317,78,Others
Perez,6,21.806,81,27.637,76,0.789,71,0.959,35,-1.0,1,0.708,76,1.05,34,24.208,95,0.349,44,0.0,1,0.0006292,0,PZ39,PZ39_Perez_6,PZ39_Perez_6,0.5932482478256149,69,Others
Zhou,5,21.756,80,118.544,92,0.184,92,-1.0,92,-1.0,1,0.236,92,5.62,47,28.921,98,0.43,20,0.0,1,0.0005711,0,PZ39,PZ39_Zhou_5,PZ39_Zhou_5,0.5758340671757322,77,Others
Chen,9,21.596,79,24.712,67,0.874,34,0.93,52,-1.0,1,0.848,20,0.0,1,21.183,64,0.327,51,0.0,1,0.0004161,0,PZ39,PZ39_Chen_9,PZ39_Chen_9,0.6617388646955459,32,Others
SoutheRNA,2,21.446,78,26.987,73,0.795,70,0.916,60,-1.0,1,0.741,70,72.71,75,20.872,52,0.321,53,0.0,1,0.0003073,0,PZ39,PZ39_SoutheRNA_2,PZ39_SoutheRNA_2,0.6113952656107379,56,Others
Szachniuk,5,21.417,77,24.228,62,0.884,27,0.973,21,-1.0,1,0.844,28,5.97,48,21.704,70,0.32,54,0.0,1,0.0002891,0,PZ39,PZ39_Szachniuk_5,PZ39_Szachniuk_5,0.6575820998749452,35,Others
SoutheRNA,6,21.219,76,25.416,69,0.835,52,0.916,60,-1.0,1,0.797,45,93.33,84,21.039,56,0.39,32,0.0,1,0.0001917,0,PZ39,PZ39_SoutheRNA_6,PZ39_SoutheRNA_6,0.6571669260246652,36,Others
Ding,3,20.745,75,24.117,60,0.86,36,0.945,40,-1.0,1,0.817,40,9.48,64,19.963,32,0.378,39,0.0,1,6.81e-05,0,PZ39,PZ39_Ding_3,PZ39_Ding_3,0.6046891524019767,61,Others
Yang,4,20.636,74,32.129,85,0.642,82,0.569,82,-1.0,1,0.685,80,53.04,73,32.27,100,0.303,65,0.0,1,5.321e-05,0,PZ39,PZ39_Yang_4,PZ39_Yang_4,0.5882561089866541,70,Others
SoutheRNA,1,20.575,73,24.608,66,0.836,51,0.916,60,-1.0,1,0.797,45,141.65,94,22.014,77,0.382,36,0.0,1,4.633e-05,0,PZ39,PZ39_SoutheRNA_1,PZ39_SoutheRNA_1,0.6506729234270641,39,Others
Zhou,2,21.916,83,121.899,93,0.18,93,-1.0,92,-1.0,1,0.229,93,9.13,63,29.481,99,0.379,37,0.0,1,0.0007772,0,PZ39,PZ39_Zhou_2,PZ39_Zhou_2,0.5702116280846512,80,Others
Perez,1,17.12,50,21.159,50,0.809,66,0.959,35,-1.0,1,0.735,73,0.35,23,22.204,79,0.266,85,0.0,1,2.792e-09,0,PZ39,PZ39_Perez_1,PZ39_Perez_1,0.5672089058309308,82,Others
Ding,6,17.065,48,20.44,48,0.835,52,0.945,40,-1.0,1,0.778,56,7.38,51,18.461,17,0.28,79,0.0,1,2.326e-09,0,PZ39,PZ39_Ding_6,PZ39_Ding_6,0.6147850143350584,55,Others
DasSWM,1,8.023,21,8.834,18,0.908,9,0.987,1,-1.0,1,0.874,11,1.76,40,17.071,11,0.404,26,0.0,1,0.0,0,PZ39,PZ39_DasSWM_1,PZ39_DasSWM_1,0.7699956974719632,4,Others
Perez,3,7.959,20,9.444,22,0.843,41,0.945,40,-1.0,1,0.792,51,1.05,34,20.916,53,0.433,19,0.0,1,0.0,0,PZ39,PZ39_Perez_3,PZ39_Perez_3,0.6567135521591051,37,Others
GeneSilico2,5,7.898,19,8.844,19,0.893,20,0.987,1,-1.0,1,0.846,23,0.0,1,22.273,80,0.42,23,0.0,1,0.0,0,PZ39,PZ39_GeneSilico2_5,PZ39_GeneSilico2_5,0.7072923829169532,15,Others
DasSWM,4,7.893,18,8.828,17,0.894,18,0.987,1,-1.0,1,0.845,26,3.16,44,18.188,15,0.388,33,0.0,1,0.0,0,PZ39,PZ39_DasSWM_4,PZ39_DasSWM_4,0.7621395627505619,6,Others
Chen,3,7.649,17,8.497,15,0.9,14,0.987,1,-1.0,1,0.858,14,0.0,1,19.313,22,0.466,8,0.0,1,0.0,0,PZ39,PZ39_Chen_3,PZ39_Chen_3,0.7268347065233562,8,Others
DasSWM,3,7.464,16,8.256,14,0.904,10,0.973,21,-1.0,1,0.875,10,4.21,45,16.92,10,0.443,15,0.0,1,0.0,0,PZ39,PZ39_DasSWM_3,PZ39_DasSWM_3,0.775223067983964,3,Others
Ding,1,7.452,15,8.856,20,0.841,46,0.945,40,-1.0,1,0.795,48,8.78,60,19.355,23,0.443,15,0.0,1,0.0,0,PZ39,PZ39_Ding_1,PZ39_Ding_1,0.6218218592550595,52,Others
SoutheRNA,10,7.245,14,8.623,16,0.84,48,0.93,52,-1.0,1,0.795,48,95.27,85,21.151,61,0.454,12,0.0,1,0.0,0,PZ39,PZ39_SoutheRNA_10,PZ39_SoutheRNA_10,0.7036633814653526,17,Others
DasSWM,2,7.191,13,7.875,12,0.913,6,0.973,21,-1.0,1,0.883,7,2.46,42,16.392,8,0.45,13,0.0,1,0.0,0,PZ39,PZ39_DasSWM_2,PZ39_DasSWM_2,0.7799437856617248,1,Others
GeneSilico2,3,8.162,22,9.06,21,0.901,12,0.987,1,-1.0,1,0.857,15,0.0,1,21.784,71,0.429,22,0.0,1,0.0,0,PZ39,PZ39_GeneSilico2_3,PZ39_GeneSilico2_3,0.6871710274999899,24,Others
GeneSilico2,2,6.618,11,7.411,10,0.893,20,0.987,1,-1.0,1,0.846,23,0.0,1,20.578,41,0.45,13,0.0,1,0.0,0,PZ39,PZ39_GeneSilico2_2,PZ39_GeneSilico2_2,0.706571608944433,16,Others
Ding,4,6.446,10,7.812,11,0.825,56,0.945,40,-1.0,1,0.766,60,7.73,55,21.338,67,0.502,3,0.0,1,0.0,0,PZ39,PZ39_Ding_4,PZ39_Ding_4,0.6018784354882163,63,Others
GeneSilico2,4,5.959,9,6.689,8,0.891,24,0.987,1,-1.0,1,0.841,29,0.0,1,20.793,49,0.456,11,0.0,1,0.0,0,PZ39,PZ39_GeneSilico2_4,PZ39_GeneSilico2_4,0.7207397935590754,11,Others
GeneSilico1,2,5.919,8,6.62,7,0.894,18,0.987,1,-1.0,1,0.845,26,0.0,1,20.192,36,0.443,15,0.0,1,0.0,0,PZ39,PZ39_GeneSilico1_2,PZ39_GeneSilico1_2,0.6943154356209111,20,Others
SoutheRNA,5,5.61,7,6.818,9,0.823,60,0.915,64,-1.0,1,0.778,56,81.96,79,19.099,20,0.473,6,0.0,1,0.0,0,PZ39,PZ39_SoutheRNA_5,PZ39_SoutheRNA_5,0.6892318177979903,21,Others
Szachniuk,1,5.605,6,6.118,6,0.916,4,0.973,21,-1.0,1,0.887,3,7.38,51,20.031,33,0.462,9,0.0,1,0.0,0,PZ39,PZ39_Szachniuk_1,PZ39_Szachniuk_1,0.7174706764619548,13,Others
Dokholyan,2,6.779,12,8.206,13,0.826,55,0.855,75,-1.0,1,0.819,39,98.53,86,20.658,44,0.47,7,0.0,1,0.0,0,PZ39,PZ39_Dokholyan_2,PZ39_Dokholyan_2,0.6877349803571501,23,Others
Xiong,2,17.096,49,18.933,42,0.903,11,0.987,1,-1.0,1,0.867,12,6.34,50,14.02,5,0.299,67,0.0,1,2.581e-09,0,PZ39,PZ39_Xiong_2,PZ39_Xiong_2,0.6746042277364279,26,Others
GeneSilico2,1,8.768,23,9.797,23,0.895,17,0.987,1,-1.0,1,0.847,22,0.35,23,20.085,34,0.403,27,0.0,1,0.0,0,PZ39,PZ39_GeneSilico2_1,PZ39_GeneSilico2_1,0.7196008299455952,12,Others
Perez,5,9.757,26,13.028,31,0.749,77,0.886,68,-1.0,1,0.703,77,1.05,34,23.888,92,0.343,47,0.0,1,0.0,0,PZ39,PZ39_Perez_5,PZ39_Perez_5,0.5695964067859312,81,Others
Yang,5,16.578,47,30.608,83,0.542,88,0.438,85,-1.0,1,0.59,90,72.71,75,34.88,101,0.276,81,0.0,1,4.394e-10,0,PZ39,PZ39_Yang_5,PZ39_Yang_5,0.550250109573728,85,Others
Xiao,3,16.463,46,20.574,49,0.8,68,0.87,70,-1.0,1,0.776,58,0.0,1,23.929,93,0.314,56,0.0,1,2.943e-10,0,PZ39,PZ39_Xiao_3,PZ39_Xiao_3,0.5830438174280533,72,Others
Chen,10,16.38,45,19.052,43,0.86,36,0.93,52,-1.0,1,0.827,36,0.0,1,22.147,78,0.263,87,0.0,1,2.187e-10,0,PZ39,PZ39_Chen_10,PZ39_Chen_10,0.6307063785983409,45,Others
Perez,4,16.267,44,20.241,47,0.804,67,0.945,40,-1.0,1,0.74,71,0.35,23,21.08,59,0.306,60,0.0,1,1.465e-10,0,PZ39,PZ39_Perez_4,PZ39_Perez_4,0.5809780008122529,73,Others
SoutheRNA,7,15.968,43,18.885,40,0.846,39,0.944,51,-1.0,1,0.797,45,91.68,82,21.031,55,0.413,24,0.0,1,4.935e-11,0,PZ39,PZ39_SoutheRNA_7,PZ39_SoutheRNA_7,0.6603938220522657,33,Others
Xiao,2,15.833,42,19.405,45,0.816,64,0.789,79,-1.0,1,0.838,31,0.0,1,17.921,14,0.282,78,0.0,1,2.999e-11,0,PZ39,PZ39_Xiao_2,PZ39_Xiao_2,0.599536171393416,66,Others
Xiong,1,15.634,41,17.762,39,0.88,30,0.987,1,-1.0,1,0.832,33,8.8,62,13.756,2,0.284,75,0.0,1,1.426e-11,0,PZ39,PZ39_Xiong_1,PZ39_Xiong_1,0.6739769432749878,27,Others
Xiao,4,15.47,40,18.897,41,0.819,62,0.839,78,-1.0,1,0.811,42,0.0,1,18.616,18,0.306,60,0.0,1,7.635e-12,0,PZ39,PZ39_Xiao_4,PZ39_Xiao_4,0.6099215492317775,57,Others
Xiao,5,15.246,39,19.368,44,0.787,72,0.855,75,-1.0,1,0.765,62,1.05,34,21.05,57,0.288,73,0.0,1,3.218e-12,0,PZ39,PZ39_Xiao_5,PZ39_Xiao_5,0.5781491891544125,75,Others
Perez,10,8.947,24,11.7,25,0.765,76,0.87,70,-1.0,1,0.717,74,1.4,39,23.524,90,0.345,45,0.0,1,0.0,0,PZ39,PZ39_Perez_10,PZ39_Perez_10,0.5775972994599724,76,Others
Chen,8,14.426,38,16.507,37,0.874,34,0.93,52,-1.0,1,0.848,20,0.0,1,21.063,58,0.27,84,0.0,1,1.19e-13,0,PZ39,PZ39_Chen_8,PZ39_Chen_8,0.6309486471163009,44,Others
Szachniuk,4,13.002,36,14.723,34,0.883,28,0.973,21,-1.0,1,0.836,32,7.38,51,21.795,72,0.29,72,0.0,1,2.22e-16,0,PZ39,PZ39_Szachniuk_4,PZ39_Szachniuk_4,0.6378688814633421,42,Others
Ding,2,12.537,35,14.885,35,0.842,44,0.945,40,-1.0,1,0.788,52,11.59,69,19.686,27,0.304,64,0.0,1,0.0,0,PZ39,PZ39_Ding_2,PZ39_Ding_2,0.5857891922104137,71,Others
Ding,8,12.102,34,14.423,33,0.839,49,0.945,40,-1.0,1,0.784,53,8.08,57,19.894,31,0.37,41,0.0,1,0.0,0,PZ39,PZ39_Ding_8,PZ39_Ding_8,0.6039824521192967,62,Others
Perez,9,11.846,33,16.413,36,0.722,79,0.87,70,-1.0,1,0.664,84,1.05,34,24.164,94,0.4,29,0.0,1,0.0,0,PZ39,PZ39_Perez_9,PZ39_Perez_9,0.5586299866098894,84,Others
GeneSilico1,4,11.73,32,13.092,32,0.896,16,0.987,1,-1.0,1,0.849,19,0.0,1,20.917,54,0.322,52,0.0,1,0.0,0,PZ39,PZ39_GeneSilico1_4,PZ39_GeneSilico1_4,0.6730350113192677,28,Others
Xiong,5,11.667,31,12.95,30,0.901,12,0.987,1,-1.0,1,0.863,13,9.86,68,13.999,4,0.369,42,0.0,1,0.0,0,PZ39,PZ39_Xiong_5,PZ39_Xiong_5,0.7229865576156757,9,Others
Szachniuk,3,11.047,30,12.907,29,0.856,38,0.959,35,-1.0,1,0.811,42,0.0,1,19.43,24,0.383,35,0.0,1,0.0,0,PZ39,PZ39_Szachniuk_3,PZ39_Szachniuk_3,0.6267245296371803,50,Others
Szachniuk,2,10.922,29,12.23,27,0.893,20,0.987,1,-1.0,1,0.846,23,0.0,1,18.761,19,0.458,10,0.0,1,0.0,0,PZ39,PZ39_Szachniuk_2,PZ39_Szachniuk_2,0.6976549211672316,19,Others
Chen,4,10.562,28,11.747,26,0.899,15,0.945,40,-1.0,1,0.884,4,0.0,1,21.832,73,0.409,25,0.0,1,0.0,0,PZ39,PZ39_Chen_4,PZ39_Chen_4,0.6723765636874676,29,Others
Xiong,4,10.376,27,11.182,24,0.928,1,0.987,1,-1.0,1,0.904,1,11.97,70,13.824,3,0.387,34,0.0,1,0.0,0,PZ39,PZ39_Xiong_4,PZ39_Xiong_4,0.7162301812289146,14,Others
Ding,7,13.614,37,17.488,38,0.778,74,0.945,40,-1.0,1,0.695,78,9.48,64,19.763,30,0.403,27,0.0,1,3.719e-15,0,PZ39,PZ39_Ding_7,PZ39_Ding_7,0.600352445404136,65,Others
Ding,5,23.301,94,28.395,80,0.821,61,0.93,52,-1.0,1,0.762,64,6.32,49,20.733,48,0.286,74,0.0,1,0.008317,0,PZ39,PZ39_Ding_5,PZ39_Ding_5,0.5723769657928915,79,Others
Xiao,1,23.926,95,30.468,82,0.785,73,0.855,75,-1.0,1,0.752,69,4.22,46,23.823,91,0.275,83,0.0,1,0.02031,0,PZ39,PZ39_Xiao_1,PZ39_Xiao_1,0.5466663449823275,86,Others
Das,4,25.395,26,37.511,26,0.677,17,0.907,9,0.0,10,0.632,32,3.46,17,17.949,11,0.242,17,0.0,1,0.3508,0,PZ22,PZ22_Das_4,PZ22_Das_4,0.436415804430595,15,Others
Xiao,3,24.468,21,41.602,28,0.588,35,0.707,29,-1.0,24,0.581,35,3.08,15,27.644,41,0.263,11,0.0,1,0.1846,0,PZ22,PZ22_Xiao_3,PZ22_Xiao_3,0.376559431198499,33,Others
Dokholyan,4,24.487,23,36.562,24,0.67,20,0.702,30,-1.0,24,0.697,8,1.93,8,24.176,28,0.196,34,0.0,1,0.1874,1,PZ22,PZ22_Dokholyan_4,PZ22_Dokholyan_4,0.4032894385077796,27,Others
Bujnicki,5,24.87,24,38.274,27,0.65,27,0.613,34,0.0,10,0.706,6,69.42,35,23.899,25,0.257,12,0.0,1,0.25,1,PZ22,PZ22_Bujnicki_5,PZ22_Bujnicki_5,0.4100665296862946,25,Others
Chen,4,25.355,25,33.035,20,0.768,2,0.962,1,0.354,1,0.725,4,2.31,10,26.922,40,0.204,32,0.0,1,0.3427,1,PZ22,PZ22_Chen_4,PZ22_Chen_4,0.4430520128645891,12,Others
Chen,2,26.154,27,34.095,22,0.767,3,0.941,5,0.354,1,0.737,3,1.92,7,26.857,39,0.224,24,0.0,1,0.5155,0,PZ22,PZ22_Chen_2,PZ22_Chen_2,0.440602632608799,14,Others
Chen,1,26.82,28,34.464,23,0.778,1,0.961,4,0.354,1,0.744,2,2.31,10,23.017,21,0.221,26,0.0,1,0.6585,1,PZ22,PZ22_Chen_1,PZ22_Chen_1,0.4578388968984511,8,Others
Bujnicki,4,26.946,29,41.913,29,0.643,30,0.63,32,-1.0,24,0.687,10,56.52,33,23.285,22,0.275,8,0.0,1,0.6839,1,PZ22,PZ22_Bujnicki_4,PZ22_Bujnicki_4,0.402834959020463,28,Others
Bujnicki,3,27.393,30,44.965,32,0.609,34,0.615,33,-1.0,24,0.643,28,63.71,34,22.49,20,0.286,6,0.0,1,0.7664,1,PZ22,PZ22_Bujnicki_3,PZ22_Bujnicki_3,0.4118157028391601,24,Others
Adamiak,3,27.938,31,45.765,34,0.61,33,0.549,35,0.204,9,0.674,16,6.54,25,22.248,18,0.22,28,0.0,1,0.8484,0,PZ22,PZ22_Adamiak_3,PZ22_Adamiak_3,0.4142829450985125,23,Others
Adamiak,1,28.834,32,43.906,31,0.657,25,0.731,25,-1.0,24,0.666,20,8.08,26,24.208,29,0.198,33,0.0,1,0.9367,1,PZ22,PZ22_Adamiak_1,PZ22_Adamiak_1,0.4018224834571735,29,Others
